universe_id,universe_index,raw_root,discovered_files,all_five_snapshots,snapshot_ids,missing_snapshots,duplicate_snapshot_files,target_omega_m,target_finite,target_consistent_across_snapshots,malformed_filename,complete_status
LH_82,82,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3574,True,True,False,complete
LH_83,83,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3358,True,True,False,complete
LH_84,84,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1514,True,True,False,complete
LH_85,85,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2594,True,True,False,complete
LH_86,86,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2346,True,True,False,complete
LH_87,87,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3006,True,True,False,complete
LH_88,88,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.481,True,True,False,complete
LH_89,89,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3342,True,True,False,complete
LH_90,90,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.133,True,True,False,complete
LH_91,91,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2814,True,True,False,complete
LH_92,92,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4674,True,True,False,complete
LH_93,93,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.417,True,True,False,complete
LH_94,94,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2822,True,True,False,complete
LH_95,95,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1706,True,True,False,complete
LH_96,96,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.359,True,True,False,complete
LH_97,97,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4686,True,True,False,complete
LH_98,98,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.313,True,True,False,complete
LH_99,99,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2014,True,True,False,complete
LH_100,100,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3386,True,True,False,complete
LH_101,101,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2574,True,True,False,complete
LH_102,102,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1498,True,True,False,complete
LH_103,103,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1678,True,True,False,complete
LH_104,104,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.349,True,True,False,complete
LH_105,105,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2754,True,True,False,complete
LH_106,106,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3078,True,True,False,complete
LH_107,107,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4186,True,True,False,complete
LH_108,108,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4994,True,True,False,complete
LH_109,109,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4254,True,True,False,complete
LH_110,110,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3362,True,True,False,complete
LH_111,111,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3986,True,True,False,complete
LH_112,112,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3374,True,True,False,complete
LH_113,113,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3146,True,True,False,complete
LH_114,114,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1854,True,True,False,complete
LH_115,115,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2506,True,True,False,complete
LH_116,116,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1266,True,True,False,complete
LH_117,117,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.293,True,True,False,complete
LH_118,118,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1874,True,True,False,complete
LH_119,119,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3686,True,True,False,complete
LH_120,120,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4082,True,True,False,complete
LH_121,121,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2318,True,True,False,complete
LH_122,122,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3002,True,True,False,complete
LH_123,123,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2946,True,True,False,complete
LH_124,124,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3942,True,True,False,complete
LH_125,125,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4102,True,True,False,complete
LH_126,126,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3514,True,True,False,complete
LH_127,127,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1442,True,True,False,complete
LH_128,128,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1582,True,True,False,complete
LH_129,129,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.433,True,True,False,complete
LH_130,130,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4366,True,True,False,complete
LH_131,131,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4086,True,True,False,complete
LH_132,132,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1542,True,True,False,complete
LH_133,133,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1046,True,True,False,complete
LH_134,134,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.329,True,True,False,complete
LH_135,135,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.107,True,True,False,complete
LH_136,136,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2034,True,True,False,complete
LH_137,137,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.371,True,True,False,complete
LH_138,138,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3974,True,True,False,complete
LH_139,139,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4182,True,True,False,complete
LH_140,140,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3726,True,True,False,complete
LH_141,141,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3322,True,True,False,complete
LH_142,142,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1178,True,True,False,complete
LH_143,143,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.367,True,True,False,complete
LH_144,144,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.211,True,True,False,complete
LH_145,145,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1218,True,True,False,complete
LH_146,146,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2898,True,True,False,complete
LH_147,147,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3502,True,True,False,complete
LH_148,148,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.465,True,True,False,complete
LH_149,149,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.109,True,True,False,complete
LH_150,150,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3366,True,True,False,complete
LH_151,151,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4822,True,True,False,complete
LH_152,152,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4314,True,True,False,complete
LH_153,153,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1522,True,True,False,complete
LH_154,154,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4142,True,True,False,complete
LH_155,155,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2866,True,True,False,complete
LH_156,156,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.167,True,True,False,complete
LH_157,157,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2202,True,True,False,complete
LH_158,158,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2942,True,True,False,complete
LH_159,159,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2878,True,True,False,complete
LH_160,160,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3126,True,True,False,complete
LH_161,161,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1042,True,True,False,complete
LH_162,162,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4738,True,True,False,complete
LH_163,163,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2342,True,True,False,complete
LH_164,164,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2094,True,True,False,complete
LH_165,165,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4214,True,True,False,complete
LH_166,166,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.169,True,True,False,complete
LH_167,167,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.255,True,True,False,complete
LH_168,168,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1126,True,True,False,complete
LH_169,169,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4402,True,True,False,complete
LH_170,170,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3558,True,True,False,complete
LH_171,171,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.233,True,True,False,complete
LH_172,172,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3902,True,True,False,complete
LH_173,173,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4378,True,True,False,complete
LH_174,174,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4302,True,True,False,complete
LH_175,175,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.385,True,True,False,complete
LH_176,176,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.235,True,True,False,complete
LH_177,177,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2714,True,True,False,complete
LH_178,178,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2214,True,True,False,complete
LH_179,179,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.127,True,True,False,complete
LH_180,180,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4638,True,True,False,complete
LH_181,181,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3878,True,True,False,complete
LH_182,182,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.3938,True,True,False,complete
LH_183,183,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4814,True,True,False,complete
LH_184,184,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.1078,True,True,False,complete
LH_185,185,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.4418,True,True,False,complete
LH_186,186,data/raw/CAMELS_SIMBA_1000U,5,True,0.20000|0.25000|0.51209|0.75065|1.00000,,0,0.2414,True,True,False,complete
